filename,error
xa.s12.00.mhz.1970-01-19HR00_evid00002,-168.22054083172407
xa.s12.00.mhz.1970-03-25HR00_evid00003,305.51530822486893
xa.s12.00.mhz.1970-03-26HR00_evid00004,1.8926667154446477
